sample_id,ransomware/goodware,API:NtOpenThread,SIGNATURE:raises_exception,SIGNATURE:network_http,API:WriteConsoleW,API:LdrGetProcedureAddress,SIGNATURE:queries_programs,API:LdrGetDllHandle,API:NtFreeVirtualMemory,API:DrawTextExW,SIGNATURE:antisandbox_cuckoo_files,API:NtOpenMutant,API:FindResourceExW,API:FindResourceW,API:NtResumeThread,SIGNATURE:antivm_queries_computername,API:SearchPathW,API:NtClose,API:NtDeleteKey,SIGNATURE:pe_unknown_resource_name,SIGNATURE:has_pdb,API:GetSystemTimeAsFileTime,API:SetFileTime,API:GetKeyState,API:GetComputerNameW,API:LdrLoadDll,API:NtQueryValueKey,API:GetFileType,SIGNATURE:memdump_urls,API:SetUnhandledExceptionFilter,API:CryptAcquireContextW,API:NtTerminateProcess,API:CreateProcessInternalW,API:GetForegroundWindow,API:LookupPrivilegeValueW,API:NtOpenDirectoryObject,API:LoadResource,API:NtProtectVirtualMemory,SIGNATURE:exe_appdata,API:NtAllocateVirtualMemory,API:NtEnumerateValueKey,SIGNATURE:packer_entropy,API:__exception__,API:RemoveDirectoryW,SIGNATURE:console_output,API:NtDeviceIoControlFile,API:FindWindowW,SIGNATURE:privilege_luid_check,API:CryptEncrypt
407,1,-0.5272570530585627,-0.3755947664324259,-0.3479261869692297,-0.4509876168016973,0.6872774042660986,-0.18433822860240318,0.7321596084923645,0.8202285468757764,1.4602578338007541,-0.36466247874473645,1.3611313571542505,1.3200338141071486,2.0690557594074623,-0.6432082199096122,1.6030696810290674,-0.5803620281186636,0.7246100095024369,-0.20178357806781538,-0.5586725245911593,-0.8255779474818966,0.7498981185894912,-0.4560038470305006,1.674386881390149,1.6609706588051953,0.7221001117771492,0.7626815641647775,1.3289972784899773,-0.597233537311136,1.1251477444355968,-0.4980430453284134,0.9646313260340259,-0.6505094799608465,1.4242317293745936,1.6811743828018622,-0.6627135046075259,1.223149111923808,1.0110152811575983,-0.4281744192888376,0.7807507850864438,-0.6383486404654912,-0.6922186552431729,-0.3755947664324259,2.6246692913372702,-0.47343207647399943,-0.6286465672778451,1.9598237397554636,1.7447933394727164,-0.32191138998982516
408,1,-0.5272570530585627,-0.3755947664324259,-0.3479261869692297,-0.4509876168016973,0.6872774042660986,-0.18433822860240318,0.7321596084923645,-1.2191723926324767,-0.6848105703341467,-0.36466247874473645,-0.73468294940374,-0.7575563514457281,-0.48331225268012157,-0.6432082199096122,-0.6238032019656589,-0.5803620281186636,0.7246100095024369,-0.20178357806781538,-0.5586725245911593,-0.8255779474818966,-1.3335144804482693,-0.4560038470305006,-0.597233537311136,-0.6020575948760837,-1.384849529435629,0.7626815641647775,-0.7524469885568255,-0.597233537311136,1.1251477444355968,-0.4980430453284134,0.9646313260340259,-0.6505094799608465,-0.7021329320047646,-0.5948222922201504,-0.6627135046075259,-0.8175618084921537,-0.9891047332687339,-0.4281744192888376,0.7807507850864438,-0.6383486404654912,1.4446302370292305,-0.3755947664324259,-0.3810003810005715,-0.47343207647399943,1.5907189381947684,-0.5102499677469846,-0.5731337788704557,-0.32191138998982516
409,1,-0.5272570530585627,-0.3755947664324259,-0.3479261869692297,-0.4509876168016973,0.6872774042660986,-0.18433822860240318,0.7321596084923645,0.8202285468757764,-0.6848105703341467,-0.36466247874473645,-0.73468294940374,-0.7575563514457281,-0.48331225268012157,1.554706499460667,-0.6238032019656589,-0.5803620281186636,0.7246100095024369,-0.20178357806781538,-0.5586725245911593,-0.8255779474818966,0.7498981185894912,-0.4560038470305006,-0.597233537311136,-0.6020575948760837,0.7221001117771492,0.7626815641647775,1.3289972784899773,1.674386881390149,1.1251477444355968,2.0078585764421075,-1.036665483497606,-0.6505094799608465,-0.7021329320047646,-0.5948222922201504,1.5089476720294435,-0.8175618084921537,1.0110152811575983,-0.4281744192888376,0.7807507850864438,-0.6383486404654912,-0.6922186552431729,-0.3755947664324259,-0.3810003810005715,-0.47343207647399943,-0.6286465672778451,-0.5102499677469846,-0.5731337788704557,-0.32191138998982516
410,0,-0.5272570530585627,-0.3755947664324259,-0.3479261869692297,-0.4509876168016973,0.6872774042660986,-0.18433822860240318,0.7321596084923645,0.8202285468757764,1.4602578338007541,-0.36466247874473645,1.3611313571542505,1.3200338141071486,2.0690557594074623,1.554706499460667,-0.6238032019656589,1.7230624188864672,0.7246100095024369,-0.20178357806781538,1.7899573649729907,1.2112726642591531,0.7498981185894912,-0.4560038470305006,1.674386881390149,-0.6020575948760837,0.7221001117771492,0.7626815641647775,1.3289972784899773,1.674386881390149,-0.8887721678734966,-0.4980430453284134,-1.036665483497606,-0.6505094799608465,1.4242317293745936,1.6811743828018622,-0.6627135046075259,1.223149111923808,-0.9891047332687339,-0.4281744192888376,0.7807507850864438,-0.6383486404654912,-0.6922186552431729,-0.3755947664324259,-0.3810003810005715,-0.47343207647399943,1.5907189381947684,-0.5102499677469846,1.7447933394727164,-0.32191138998982516
411,0,-0.5272570530585627,2.662443913951374,-0.3479261869692297,-0.4509876168016973,0.6872774042660986,-0.18433822860240318,0.7321596084923645,0.8202285468757764,1.4602578338007541,-0.36466247874473645,1.3611313571542505,1.3200338141071486,2.0690557594074623,-0.6432082199096122,-0.6238032019656589,1.7230624188864672,0.7246100095024369,-0.20178357806781538,1.7899573649729907,1.2112726642591531,0.7498981185894912,2.192963955264862,1.674386881390149,-0.6020575948760837,0.7221001117771492,0.7626815641647775,1.3289972784899773,1.674386881390149,1.1251477444355968,-0.4980430453284134,0.9646313260340259,1.5372566131706318,1.4242317293745936,-0.5948222922201504,-0.6627135046075259,1.223149111923808,1.0110152811575983,2.335496832484569,0.7807507850864438,-0.6383486404654912,1.4446302370292305,2.662443913951374,2.6246692913372702,-0.47343207647399943,-0.6286465672778451,1.9598237397554636,-0.5731337788704557,-0.32191138998982516
412,1,1.896608104527204,-0.3755947664324259,-0.3479261869692297,2.217355782608345,0.6872774042660986,-0.18433822860240318,0.7321596084923645,0.8202285468757764,-0.6848105703341467,2.7422618401604177,-0.73468294940374,1.3200338141071486,-0.48331225268012157,1.554706499460667,1.6030696810290674,-0.5803620281186636,0.7246100095024369,-0.20178357806781538,-0.5586725245911593,-0.8255779474818966,0.7498981185894912,-0.4560038470305006,-0.597233537311136,1.6609706588051953,0.7221001117771492,0.7626815641647775,1.3289972784899773,-0.597233537311136,1.1251477444355968,-0.4980430453284134,0.9646313260340259,1.5372566131706318,-0.7021329320047646,1.6811743828018622,1.5089476720294435,1.223149111923808,1.0110152811575983,-0.4281744192888376,0.7807507850864438,1.5665420690342327,-0.6922186552431729,-0.3755947664324259,-0.3810003810005715,2.1122354181147664,1.5907189381947684,-0.5102499677469846,1.7447933394727164,-0.32191138998982516
413,1,-0.5272570530585627,2.662443913951374,-0.3479261869692297,-0.4509876168016973,0.6872774042660986,-0.18433822860240318,0.7321596084923645,0.8202285468757764,-0.6848105703341467,-0.36466247874473645,-0.73468294940374,-0.7575563514457281,-0.48331225268012157,1.554706499460667,1.6030696810290674,-0.5803620281186636,0.7246100095024369,-0.20178357806781538,-0.5586725245911593,-0.8255779474818966,0.7498981185894912,-0.4560038470305006,-0.597233537311136,1.6609706588051953,0.7221001117771492,0.7626815641647775,-0.7524469885568255,-0.597233537311136,1.1251477444355968,-0.4980430453284134,-1.036665483497606,-0.6505094799608465,-0.7021329320047646,-0.5948222922201504,1.5089476720294435,-0.8175618084921537,1.0110152811575983,-0.4281744192888376,0.7807507850864438,-0.6383486404654912,-0.6922186552431729,2.662443913951374,-0.3810003810005715,-0.47343207647399943,1.5907189381947684,-0.5102499677469846,-0.5731337788704557,-0.32191138998982516
414,1,-0.5272570530585627,2.662443913951374,-0.3479261869692297,2.217355782608345,0.6872774042660986,-0.18433822860240318,0.7321596084923645,0.8202285468757764,1.4602578338007541,2.7422618401604177,-0.73468294940374,-0.7575563514457281,-0.48331225268012157,1.554706499460667,-0.6238032019656589,1.7230624188864672,0.7246100095024369,-0.20178357806781538,-0.5586725245911593,-0.8255779474818966,0.7498981185894912,-0.4560038470305006,-0.597233537311136,-0.6020575948760837,0.7221001117771492,0.7626815641647775,-0.7524469885568255,-0.597233537311136,-0.8887721678734966,-0.4980430453284134,0.9646313260340259,-0.6505094799608465,-0.7021329320047646,-0.5948222922201504,1.5089476720294435,-0.8175618084921537,-0.9891047332687339,-0.4281744192888376,0.7807507850864438,-0.6383486404654912,-0.6922186552431729,2.662443913951374,-0.3810003810005715,2.1122354181147664,1.5907189381947684,-0.5102499677469846,-0.5731337788704557,-0.32191138998982516
415,0,-0.5272570530585627,-0.3755947664324259,-0.3479261869692297,-0.4509876168016973,0.6872774042660986,-0.18433822860240318,0.7321596084923645,0.8202285468757764,1.4602578338007541,-0.36466247874473645,1.3611313571542505,1.3200338141071486,-0.48331225268012157,-0.6432082199096122,-0.6238032019656589,1.7230624188864672,0.7246100095024369,-0.20178357806781538,-0.5586725245911593,-0.8255779474818966,0.7498981185894912,2.192963955264862,1.674386881390149,-0.6020575948760837,0.7221001117771492,0.7626815641647775,-0.7524469885568255,-0.597233537311136,-0.8887721678734966,-0.4980430453284134,0.9646313260340259,-0.6505094799608465,1.4242317293745936,-0.5948222922201504,-0.6627135046075259,1.223149111923808,1.0110152811575983,2.335496832484569,0.7807507850864438,-0.6383486404654912,1.4446302370292305,-0.3755947664324259,2.6246692913372702,-0.47343207647399943,-0.6286465672778451,1.9598237397554636,-0.5731337788704557,-0.32191138998982516
416,1,-0.5272570530585627,-0.3755947664324259,-0.3479261869692297,2.217355782608345,0.6872774042660986,-0.18433822860240318,0.7321596084923645,-1.2191723926324767,-0.6848105703341467,2.7422618401604177,-0.73468294940374,-0.7575563514457281,-0.48331225268012157,1.554706499460667,-0.6238032019656589,-0.5803620281186636,0.7246100095024369,-0.20178357806781538,-0.5586725245911593,-0.8255779474818966,0.7498981185894912,-0.4560038470305006,-0.597233537311136,-0.6020575948760837,0.7221001117771492,0.7626815641647775,1.3289972784899773,-0.597233537311136,1.1251477444355968,-0.4980430453284134,0.9646313260340259,-0.6505094799608465,-0.7021329320047646,-0.5948222922201504,-0.6627135046075259,-0.8175618084921537,-0.9891047332687339,-0.4281744192888376,0.7807507850864438,1.5665420690342327,-0.6922186552431729,-0.3755947664324259,-0.3810003810005715,2.1122354181147664,-0.6286465672778451,-0.5102499677469846,-0.5731337788704557,-0.32191138998982516
417,1,-0.5272570530585627,-0.3755947664324259,-0.3479261869692297,-0.4509876168016973,-1.455016553421887,-0.18433822860240318,-1.3658224086673703,-1.2191723926324767,-0.6848105703341467,-0.36466247874473645,-0.73468294940374,-0.7575563514457281,-0.48331225268012157,-0.6432082199096122,-0.6238032019656589,-0.5803620281186636,-1.380052699916005,-0.20178357806781538,-0.5586725245911593,-0.8255779474818966,-1.3335144804482693,-0.4560038470305006,-0.597233537311136,-0.6020575948760837,-1.384849529435629,-1.3111631996705113,-0.7524469885568255,-0.597233537311136,-0.8887721678734966,-0.4980430453284134,-1.036665483497606,-0.6505094799608465,-0.7021329320047646,-0.5948222922201504,-0.6627135046075259,-0.8175618084921537,-0.9891047332687339,-0.4281744192888376,-1.2808184366913973,-0.6383486404654912,1.4446302370292305,-0.3755947664324259,-0.3810003810005715,-0.47343207647399943,-0.6286465672778451,-0.5102499677469846,-0.5731337788704557,-0.32191138998982516
418,0,-0.5272570530585627,-0.3755947664324259,-0.3479261869692297,-0.4509876168016973,-1.455016553421887,-0.18433822860240318,-1.3658224086673703,-1.2191723926324767,-0.6848105703341467,-0.36466247874473645,-0.73468294940374,-0.7575563514457281,-0.48331225268012157,-0.6432082199096122,-0.6238032019656589,-0.5803620281186636,-1.380052699916005,-0.20178357806781538,-0.5586725245911593,1.2112726642591531,-1.3335144804482693,-0.4560038470305006,-0.597233537311136,-0.6020575948760837,-1.384849529435629,-1.3111631996705113,-0.7524469885568255,-0.597233537311136,-0.8887721678734966,-0.4980430453284134,-1.036665483497606,-0.6505094799608465,-0.7021329320047646,-0.5948222922201504,-0.6627135046075259,-0.8175618084921537,-0.9891047332687339,-0.4281744192888376,-1.2808184366913973,-0.6383486404654912,-0.6922186552431729,-0.3755947664324259,-0.3810003810005715,-0.47343207647399943,-0.6286465672778451,-0.5102499677469846,-0.5731337788704557,-0.32191138998982516
419,0,-0.5272570530585627,-0.3755947664324259,-0.3479261869692297,-0.4509876168016973,-1.455016553421887,-0.18433822860240318,-1.3658224086673703,-1.2191723926324767,-0.6848105703341467,-0.36466247874473645,-0.73468294940374,-0.7575563514457281,-0.48331225268012157,-0.6432082199096122,-0.6238032019656589,-0.5803620281186636,-1.380052699916005,-0.20178357806781538,1.7899573649729907,1.2112726642591531,-1.3335144804482693,-0.4560038470305006,-0.597233537311136,-0.6020575948760837,-1.384849529435629,-1.3111631996705113,-0.7524469885568255,-0.597233537311136,-0.8887721678734966,-0.4980430453284134,-1.036665483497606,-0.6505094799608465,-0.7021329320047646,-0.5948222922201504,-0.6627135046075259,-0.8175618084921537,-0.9891047332687339,-0.4281744192888376,-1.2808184366913973,-0.6383486404654912,-0.6922186552431729,-0.3755947664324259,-0.3810003810005715,-0.47343207647399943,-0.6286465672778451,-0.5102499677469846,-0.5731337788704557,-0.32191138998982516
420,0,-0.5272570530585627,-0.3755947664324259,-0.3479261869692297,-0.4509876168016973,0.6872774042660986,-0.18433822860240318,0.7321596084923645,-1.2191723926324767,1.4602578338007541,-0.36466247874473645,1.3611313571542505,1.3200338141071486,2.0690557594074623,-0.6432082199096122,-0.6238032019656589,1.7230624188864672,0.7246100095024369,-0.20178357806781538,-0.5586725245911593,1.2112726642591531,0.7498981185894912,-0.4560038470305006,1.674386881390149,-0.6020575948760837,0.7221001117771492,0.7626815641647775,-0.7524469885568255,1.674386881390149,-0.8887721678734966,-0.4980430453284134,-1.036665483497606,-0.6505094799608465,1.4242317293745936,-0.5948222922201504,-0.6627135046075259,1.223149111923808,-0.9891047332687339,-0.4281744192888376,0.7807507850864438,-0.6383486404654912,-0.6922186552431729,-0.3755947664324259,-0.3810003810005715,-0.47343207647399943,-0.6286465672778451,1.9598237397554636,-0.5731337788704557,-0.32191138998982516
421,0,-0.5272570530585627,-0.3755947664324259,-0.3479261869692297,-0.4509876168016973,0.6872774042660986,-0.18433822860240318,0.7321596084923645,0.8202285468757764,1.4602578338007541,-0.36466247874473645,1.3611313571542505,1.3200338141071486,-0.48331225268012157,-0.6432082199096122,-0.6238032019656589,-0.5803620281186636,0.7246100095024369,-0.20178357806781538,1.7899573649729907,-0.8255779474818966,0.7498981185894912,2.192963955264862,-0.597233537311136,-0.6020575948760837,0.7221001117771492,0.7626815641647775,1.3289972784899773,-0.597233537311136,1.1251477444355968,-0.4980430453284134,0.9646313260340259,-0.6505094799608465,1.4242317293745936,-0.5948222922201504,-0.6627135046075259,1.223149111923808,1.0110152811575983,-0.4281744192888376,0.7807507850864438,-0.6383486404654912,1.4446302370292305,-0.3755947664324259,-0.3810003810005715,-0.47343207647399943,-0.6286465672778451,-0.5102499677469846,-0.5731337788704557,-0.32191138998982516
422,1,-0.5272570530585627,-0.3755947664324259,-0.3479261869692297,2.217355782608345,0.6872774042660986,-0.18433822860240318,0.7321596084923645,0.8202285468757764,-0.6848105703341467,2.7422618401604177,-0.73468294940374,1.3200338141071486,-0.48331225268012157,1.554706499460667,1.6030696810290674,-0.5803620281186636,0.7246100095024369,-0.20178357806781538,-0.5586725245911593,-0.8255779474818966,0.7498981185894912,-0.4560038470305006,-0.597233537311136,1.6609706588051953,0.7221001117771492,0.7626815641647775,1.3289972784899773,-0.597233537311136,1.1251477444355968,2.0078585764421075,0.9646313260340259,1.5372566131706318,1.4242317293745936,1.6811743828018622,-0.6627135046075259,1.223149111923808,1.0110152811575983,-0.4281744192888376,0.7807507850864438,1.5665420690342327,-0.6922186552431729,-0.3755947664324259,-0.3810003810005715,2.1122354181147664,1.5907189381947684,-0.5102499677469846,-0.5731337788704557,3.106444913401813
423,1,1.896608104527204,-0.3755947664324259,-0.3479261869692297,2.217355782608345,0.6872774042660986,-0.18433822860240318,0.7321596084923645,0.8202285468757764,-0.6848105703341467,-0.36466247874473645,-0.73468294940374,-0.7575563514457281,-0.48331225268012157,-0.6432082199096122,-0.6238032019656589,-0.5803620281186636,0.7246100095024369,-0.20178357806781538,-0.5586725245911593,-0.8255779474818966,0.7498981185894912,-0.4560038470305006,-0.597233537311136,-0.6020575948760837,0.7221001117771492,0.7626815641647775,1.3289972784899773,-0.597233537311136,1.1251477444355968,-0.4980430453284134,0.9646313260340259,-0.6505094799608465,-0.7021329320047646,-0.5948222922201504,-0.6627135046075259,-0.8175618084921537,-0.9891047332687339,2.335496832484569,0.7807507850864438,-0.6383486404654912,-0.6922186552431729,-0.3755947664324259,2.6246692913372702,2.1122354181147664,-0.6286465672778451,-0.5102499677469846,-0.5731337788704557,-0.32191138998982516
424,0,-0.5272570530585627,-0.3755947664324259,-0.3479261869692297,-0.4509876168016973,0.6872774042660986,-0.18433822860240318,0.7321596084923645,0.8202285468757764,1.4602578338007541,-0.36466247874473645,1.3611313571542505,1.3200338141071486,2.0690557594074623,-0.6432082199096122,1.6030696810290674,1.7230624188864672,0.7246100095024369,-0.20178357806781538,-0.5586725245911593,1.2112726642591531,0.7498981185894912,-0.4560038470305006,1.674386881390149,1.6609706588051953,0.7221001117771492,0.7626815641647775,-0.7524469885568255,1.674386881390149,-0.8887721678734966,-0.4980430453284134,-1.036665483497606,-0.6505094799608465,1.4242317293745936,1.6811743828018622,-0.6627135046075259,1.223149111923808,1.0110152811575983,-0.4281744192888376,0.7807507850864438,1.5665420690342327,-0.6922186552431729,-0.3755947664324259,-0.3810003810005715,-0.47343207647399943,1.5907189381947684,-0.5102499677469846,1.7447933394727164,-0.32191138998982516
425,0,-0.5272570530585627,-0.3755947664324259,-0.3479261869692297,-0.4509876168016973,0.6872774042660986,-0.18433822860240318,0.7321596084923645,0.8202285468757764,1.4602578338007541,-0.36466247874473645,1.3611313571542505,1.3200338141071486,2.0690557594074623,-0.6432082199096122,-0.6238032019656589,1.7230624188864672,0.7246100095024369,-0.20178357806781538,-0.5586725245911593,1.2112726642591531,0.7498981185894912,-0.4560038470305006,1.674386881390149,-0.6020575948760837,0.7221001117771492,0.7626815641647775,-0.7524469885568255,1.674386881390149,-0.8887721678734966,-0.4980430453284134,-1.036665483497606,-0.6505094799608465,1.4242317293745936,-0.5948222922201504,1.5089476720294435,1.223149111923808,-0.9891047332687339,-0.4281744192888376,0.7807507850864438,-0.6383486404654912,-0.6922186552431729,-0.3755947664324259,-0.3810003810005715,-0.47343207647399943,-0.6286465672778451,-0.5102499677469846,-0.5731337788704557,-0.32191138998982516
